what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1286467581962
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1286467581994
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1286467582087
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1286467582103
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1286467582118
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1286467582134
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1286467582150
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1286467582165
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1286467582165
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1286467582165
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1286467582196
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1286467582212
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1286467582243
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1286467582259
os,sysinfo,,,"win32",1286467582259
arch,sysinfo,,,"x86",1286467582259
ws,sysinfo,,,"win32",1286467582259
locale,sysinfo,,,"tr_TR",1286467582259
processors,sysinfo,,,"2",1286467582259
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1286467582259
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1286467582259
java.specification.name,sysinfo,,,"Java Platform API Specification",1286467582259
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1286467582259
java.specification.version,sysinfo,,,"1.6",1286467582259
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1286467582259
java.version,sysinfo,,,"1.6.0_21",1286467582259
java.vm.info,sysinfo,,,"mixed mode, sharing",1286467582259
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1286467582259
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1286467582259
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1286467582259
java.vm.specification.version,sysinfo,,,"1.0",1286467582259
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1286467582259
java.vm.version,sysinfo,,,"17.0-b17",1286467582259
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1286467582306
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1286467582446
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1286467582727
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1286467582883
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1286467582914
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1286467583585
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1286467583788
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1286467583866
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1286467584240
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1286467584334
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1286467586268
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286467586284
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286467595004
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286467611696
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286467630089
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286467810004
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286467842718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286467847429
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286467851735
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1286467855853
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286467859722
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286467985396
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286467985723
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286467985801
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1286468001916
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1286468059433
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1286468059480
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286468060089
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286468074987
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286468079136
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286468083239
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286468098496
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286468105032
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1286468161021
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1286468223889
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1286468225121
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1286468227102
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1286468227524
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1286468228070
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1286468230238
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1286468233374
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1286468486921
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286468512677
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286468514580
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286468517403
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286468603359
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286468609225
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286468611331
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1286468615559
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1286468619100
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1286468668895
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1286468673856
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1286468674012
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1286468674230
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1286468674262
